"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","genSYMBOL","ENTREZID","GENENAME"
"ENSG00000254395",85.2705786808644,3.07548262852169,0.902090690992277,3.40928318985171,0.000651338279556857,0.0813359459366367,"IGHV4-55",NA,"IGHV4-55"
"ENSG00000253131",15.537329732386,3.72575521284715,1.10603560778018,3.3685671479644,0.000755599893533009,0.0891204887759066,"IGHV7-56",NA,"IGHV7-56"
"ENSG00000211968",67.4823424584977,4.60452442469743,1.19754753522777,3.8449617148781,0.000120571261649772,0.0351617597984798,"IGHV1-58",NA,"IGHV1-58"
"ENSG00000211970",345.060554080773,3.36170828923236,0.929367817409184,3.61719894562721,0.000297808402442724,0.051994995947533,"IGHV4-61",NA,"IGHV4-61"
"ENSG00000253274",107.827680924,4.04838749122568,1.16648257509576,3.47059405571775,0.000519308434712478,0.0729174986264537,"IGHV1-67",NA,"IGHV1-67"
"ENSG00000253703",9.18962781741804,4.05852033217133,1.07530189109046,3.7743078160642,0.000160452545846185,0.0397952304828604,"IGHV1-68",NA,"IGHV1-68"
"ENSG00000211973",3955.30850760641,5.23549517982701,0.891213326298025,5.87457012292952,4.23942000403139e-09,5.62528640334925e-05,"IGHV1-69",NA,"IGHV1-69"
"ENSG00000253128",11.6055364606358,3.95298050164006,1.08227734565767,3.65246534772282,0.000259734654557372,0.050262009074462,NA,NA,NA
"ENSG00000211979",33.436096741341,5.19405388568358,1.50061902873235,3.4612741716805,0.000537624972001172,0.0741635807888924,"IGHV7-81",NA,"IGHV7-81"
"ENSG00000270505",70.0696083393108,2.44972523701982,0.687251039573879,3.56452751026574,0.000364512220638116,0.0587809766972863,"IGHV1OR15-1",NA,"IGHV1OR15-1"
"ENSG00000270356",18.3734752189385,3.45961913250492,0.909877459807084,3.80229128133193,0.000143364031372232,0.0372999476917284,"IGHV1OR15-4",NA,"IGHV1OR15-4"
"ENSG00000172575",441.792056508502,1.48948525335932,0.444857760518998,3.34822809794662,0.000813300430244417,0.091454944143332,"RASGRP1",10125,"RASGRP1"
"ENSG00000245719",8.31481481552895,-2.14508663182456,0.58447712094439,-3.67009512426861,0.000242460223993941,0.0484322194406084,"RP11-34F13.2",101929076,"RP11-34F13.2"
"ENSG00000159556",11.5661036015479,3.31353486600129,0.858851586695768,3.85809948695483,0.000114272135756406,0.0340736397607135,"ISL2",64843,"ISL2"
"ENSG00000177455",1510.32479010006,3.47739932076181,0.932119715842017,3.73063594907501,0.000190997045825308,0.0444621017729126,"CD19",930,"CD19"
"ENSG00000260719",86.3612961582003,2.27045671059759,0.657787176099725,3.45165851979663,0.000557152369429739,0.0758241516919304,"AC009133.17",NA,"AC009133.17"
"ENSG00000005844",3145.56853481188,1.85673613917049,0.506475093735707,3.66599693081726,0.000246376879360997,0.0484322194406084,"ITGAL",3683,"ITGAL"
"ENSG00000197476",10.053203515501,3.93822356384734,1.01342283446943,3.88606160222269,0.000101883662909893,0.0327955575992692,"RP11-170L3.7",NA,"RP11-170L3.7"
"ENSG00000270467",5.49646752330477,4.22087137325395,1.1430401050307,3.69267128482828,0.000221910780924443,0.0467386373347053,"IGHV3OR16-12",NA,"IGHV3OR16-12"
"ENSG00000159753",1729.97756389852,1.98817019331478,0.55227700862209,3.59995104318245,0.000318277099137368,0.0541438311340223,"CARMIL2",146206,"CARMIL2"
"ENSG00000168928",25.5956470810999,4.24004434249666,1.17324766317119,3.61393802484649,0.000301581178718194,0.052309551116493,"CTRB2",440387,"CTRB2"
"ENSG00000263400",91.4062496443593,-0.825326930088688,0.238790581671711,-3.45627923978738,0.000547687626031856,0.0749202794826463,"TMEM220-AS1",101101775,"TMEM220-AS1"
"ENSG00000128438",550.23058025109,3.84854060575964,0.922853720006571,4.17026070581612,3.04251379381405e-05,0.0160785482484287,"TBC1D27",NA,"TBC1D27"
